ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_EN
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112210,Andolofotsy
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113011,Soavinandriana
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113012,Dondona
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113030,Ampary
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113050,Mananasy
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113071,Masindray
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113072,Amparibohitra
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113090,Ampefy
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113110,Antanetibe
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113131,Amparaky
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113132,Amberomanga
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113150,Ankaranana
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113170,Mahavelona
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113190,Ankisabe
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113210,Ambatoasana Centre
MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,District,MG13113230,Tamponala
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111010,Tsiroanomandidy Ville
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111030,Tsiroanomandidy Fihaonana
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111051,Ambatolampy
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111052,Maritampona
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111070,Bevato
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111090,Ankadinondry Sakay
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111110,Ankerana Avaratra
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111130,Miandrarivo
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111150,Tsinjoarivo Imanga
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111170,Soanierana
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111190,Anosy
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111210,Ambararatabe
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111230,Belobaka
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111250,Ambalanirana
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111270,Mahasolo
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111290,Bemahatazana
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111310,Fierenana
MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,District,MG14111330,Maroharona
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119010,Fenoarivo Centre
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119031,Firavahana
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119032,Morarano Maritampona
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119051,Kiranomena
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119052,Tsinjoarivo 22
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119053,Mahajeby
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119071,Ambohitromby
MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,District,MG14119072,Ambatomainty Atsimo
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201001,Tanana Ambony
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201002,Tanana Ambany
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201003,Andrainjato Avaratra
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201004,Andrainjato Sud
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201005,Manolafaka
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201006,Lalazana
MG,Madagascar,MG21,Haute Matsiatra,MG21201,Fianarantsoa I,District,MG21201007,Vatosola
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205010,Ambalavao
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205030,Manamisoa
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205050,Iarintsena
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205071,Ambohimandroso
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205072,Andrainjato
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205090,Anjoma
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205110,Kirano
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205130,Sendrisoa
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205150,Besoa
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205170,Mahazony
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205190,Ambinanindovoka
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205211,Ankaramena
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205212,Ambinaniroa
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205230,Ambohimahamasina
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205250,Miarinarivo
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205270,Vohitsaoka
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208050,Ankerana
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208071,Manandroy
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208072,Ambalakindresy
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208090,Ankafina Tsarafidy
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208110,Sahave
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208130,Morafeno
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208150,Ikalalao
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208170,Vohiposa
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208190,Ambatosoa
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208211,Isaka
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208212,Vohitrarivo
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208230,Ambohinamboarina
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208251,Sahatona
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208252,Camp Robin
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208270,Befeta
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208290,Fiadanana
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219010,Ikalamavony
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219030,Mangidy
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219050,Solila
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219070,Ambatomainty
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219090,Fitampito
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219110,Tanamarina Sakay
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219130,Tsitondroina
MG,Madagascar,MG21,Haute Matsiatra,MG21219,Ikalamavony,District,MG21219150,Tanamarina Bekisopa
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220011,Andrainjato Centre
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220012,Andrainjato Est
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220030,Ambalakely
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220070,Ivoamba
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220090,Taindambo
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220111,Mahatsinjony
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220112,Sahambavy
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220210,Ambalamahasoa
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220250,Alakamisy Ambohimaha
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220330,Androy
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220350,Alatsinainy Ialamarina
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220430,Fandrandava
MG,Madagascar,MG21,Haute Matsiatra,MG21220,Lalangina,District,MG21220630,Ialananindro
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224010,Mahasoabe
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224030,Vinanitelo
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224050,Alakamisy Itenina
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224070,Talata Ampano
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224090,Ihazoara
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224110,Ankaromalaza Mifanasoa
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224130,Vohimarina
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224150,Maneva
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224170,Vohitrafeno
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224190,Andranovorivato
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224210,Vohibato Ouest
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224230,Andranomiditra
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224250,Soaindrana
MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,District,MG21224270,Mahaditra
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225010,Isorana
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225030,Anjoma Itsara
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225050,Andoharanomaitso
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225070,Ambondrona
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225090,Ambalamidera II
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225110,Ankarinarivo Manirisoa
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225130,Soatanana
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225150,Nasandratrony
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225170,Mahazoarivo
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225190,Fanjakana
MG,Madagascar,MG21,Haute Matsiatra,MG21225,Isandra,District,MG21225210,Iavonomby Vohibola
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202010,Ambatofinandrahana
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202030,Itremo
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202050,Fenoarivo
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202070,Soavina
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202090,Ambondromisotra
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202110,Ambatomifanongoa
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202130,Amborompotsy
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202150,Mandrosonoro
MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,District,MG22202170,Mangataboahangy
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203010,Ambositra I
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203030,Ambositra II
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203050,Ankazoambo
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203070,Ivony Miaramiasa
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203090,Andina
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203110,Imerina Imady
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203130,Ivato
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203150,Tsarasaotra
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203170,Marosoa
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203190,Fahizay
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203210,Alakamisy Ambohijato
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203230,Kianjandrakefina
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203250,Ambalamanakana
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203290,Ilaka Centre
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203310,Ihadilanana
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203390,Ambatofitorahana
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203410,Antoetra
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203430,Mahazina Ambohipierenana
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203450,Sahatsiho Ambohimanjaka
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203491,Ambohimitombo I
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203492,Ambohimitombo II
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203551,Ambinanindrano
MG,Madagascar,MG22,Amoron I Mania,MG22203,Ambositra,District,MG22203552,Vohidahy
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204010,Fandriana
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204030,Milamaina
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204050,Sahamadio Fisakana
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204070,Fiadanana
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204090,Tsarazaza
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204110,Tatamalaza
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204130,Ankarinoro
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204150,Sandrandahy
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204170,Mahazoarivo
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204191,Miarinavaratra
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204192,Betsimisotra
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204210,Alakamisy Ambohimahazo
MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,District,MG22204230,Imito
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223010,Ambovombe Centre
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223030,Ambohimahazo
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223050,Anjoma Nandihizana
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223070,Ambohimilanja
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223150,Talata Vohimena
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223171,Ambatomarina
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223172,Andakatany
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206011,Ifanadiana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206012,Antaretra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206030,Tsaratanana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206051,Ranomafana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206052,Kelilalina
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206071,Androrangavola
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206072,Marotoko
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206090,Ambohimiera
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206110,Antsindra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206130,Ambohimanga Du Sud
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206150,Analampasina
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206170,Fasintsara
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,District,MG23206190,Maroharatra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207010,Nosy Varika
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207031,Ambahy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207032,Andara
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207051,Fiadanana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207052,Ambodirian'i Sahafary
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207070,Sahavato
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207090,Vohilava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207111,Vohitrandriana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207112,Vohidroa
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207113,Ambakobe
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207130,Soavina
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207151,Ambodilafa
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207152,Androrangavola
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207171,Ampasinambo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207172,Antanambao
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207173,Angodongodona
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207191,Befody
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,District,MG23207192,Ambodiara
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209010,Mananjary
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209031,Tsaravary
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209032,Ankatafana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209050,Mahatsara Sud
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209070,Tsiatosika
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209090,Mahatsara Iefaka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209110,Marokarima
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209130,Morafeno
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209150,Antsenavolo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209170,Marosangy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209190,Ambohimiarina II
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209210,Andranambolava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209230,Vohilava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209251,Mahela
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209252,Ambohitsara Est
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209270,Mahavoky Nord
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209290,Andonabe
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209310,Ambohinihaonana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209331,Marofototra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209332,Andranomavo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209350,Vatohandrina
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209370,Ambalahosy Nord
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209391,Ambodinonoka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209392,Antaretra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209410,Kianjavato
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209430,Sandrohy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209450,Anosimparihy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209470,Manakana Nord
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23209,Mananjary,District,MG23209490,Namorona
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210010,Manakara
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210031,Tataho
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210032,Mangatsiotra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210051,Marofarihy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210052,Anosiala
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210070,Ambila
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210090,Sorombo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210110,Mizilo Gara
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210130,Ambohitsara M
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210151,Sahasinaka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210152,Sahanambohitra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210153,Ambahatrazo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210171,Amboanjo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210172,Anorombato
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210190,Vohimasy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210211,Lokomby
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210212,Vatana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210213,Sakoana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210231,Ambahive
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210232,Ambandrika
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210233,Ambalaroka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210250,Vohimanitra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210271,Mitanty
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210272,Analavory
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210291,Bekatra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210292,Vinanitelo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210311,Ampasimanjeva
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210312,Ambotaka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210313,Nihaonana
